2023-10-03 23:13:14,104 - DEBUG: [0, 2, 1, 2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 2, 2, 0, 2, 0, 2, 1, 2, 1, 0, 0, 2, 0, 2]
2023-10-03 23:13:27,241 - DEBUG: [0, 0, 2, 0, 1, 1, 2, 1, 1, 1, 0, 1, 2, 1, 2, 1, 2, 1, 1, 1, 0, 1, 2, 1, 0, 1, 1, 0, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 0, 2, 1, 0, 1, 2, 2, 2, 0, 0, 2, 2, 2, 0, 0, 1, 0]
2023-10-03 23:13:28,816 - DEBUG: [0, 2, 2, 1, 1, 0, 1, 0, 1, 1, 2, 1, 0, 1, 1, 1, 2, 0, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 0, 2, 2, 1, 1, 1, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2]
2023-10-03 23:13:30,345 - DEBUG: [0, 2, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 2, 1, 0, 2, 1, 0, 1, 2, 1, 2, 1, 2, 1, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 1, 0, 1, 0, 2, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 2, 2, 0, 0]
2023-10-03 23:13:32,352 - DEBUG: [0, 2, 1, 1, 2, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 0, 0, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 0, 1, 0, 1, 2, 1, 2, 0, 0, 2, 1, 2, 0, 2, 0, 0, 2, 0, 0, 0, 2, 0]
2023-10-03 23:13:33,979 - DEBUG: [0, 1, 1, 1, 2, 0, 2, 1, 0, 0, 2, 1, 1, 2, 1, 1, 1, 0, 1, 1, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 2, 2, 1, 0, 1, 0, 2, 2, 2, 1, 1, 2, 1, 0, 2, 1, 2, 1, 2, 2, 1, 2, 1, 0, 0, 2, 2, 1, 0, 2]
2023-10-03 23:13:35,585 - DEBUG: [0, 2, 1, 1, 2, 1, 2, 1, 1, 0, 0, 2, 2, 1, 1, 1, 0, 2, 2, 1, 2, 1, 2, 1, 0, 2, 2, 1, 2, 1, 0, 2, 1, 1, 1, 0, 2, 0, 2, 2, 2, 1, 2, 2, 1, 0, 2, 2, 0, 0, 2, 2, 2, 1, 2, 0, 2, 0, 0, 2]
2023-10-03 23:13:37,543 - DEBUG: [0, 0, 0, 2, 1, 2, 1, 2, 1, 1, 1, 0, 1, 2, 2, 1, 1, 2, 0, 1, 0, 1, 2, 2, 1, 2, 2, 1, 1, 2, 0, 2, 1, 1, 0, 2, 2, 1, 2, 0, 2, 2, 1, 2, 2, 0, 2, 2, 2, 2, 1, 0, 1, 2, 0, 2, 1, 2, 2, 0]
2023-10-03 23:13:39,168 - DEBUG: [0, 1, 2, 1, 1, 2, 2, 1, 0, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 2, 0, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2]
2023-10-03 23:13:40,812 - DEBUG: [0, 2, 2, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 2, 0, 2, 1, 1, 2, 2, 1, 1, 1, 2, 0, 2, 2, 1, 2, 1, 0, 1, 2, 1, 2, 0, 0, 2, 1, 2, 2, 1]
2023-10-03 23:13:42,578 - DEBUG: [0, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 2, 0, 1, 1, 2, 1, 2, 0, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 0, 1, 2, 2, 1, 0, 2, 2, 1, 0, 2, 0, 2, 1, 2, 2, 0, 2, 1, 2, 2, 2, 1, 0]
2023-10-03 23:13:44,208 - DEBUG: [0, 1, 2, 1, 1, 1, 1, 1, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 1, 2, 0, 2, 1, 2, 2, 2, 0, 1]
2023-10-03 23:13:45,790 - DEBUG: [0, 2, 2, 0, 0, 2, 2, 0, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2, 2, 1, 0, 2, 2, 1, 2, 0, 1, 2, 2, 2, 1, 0, 2, 0, 2, 1, 2, 2, 2, 2, 0, 0, 2, 1, 0, 2]
2023-10-03 23:13:47,512 - DEBUG: [0, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 0, 2, 2, 1, 2, 1, 1, 2, 1, 0, 1, 2, 1, 2, 2, 1, 2, 1, 2, 2, 1, 2, 0, 1, 2, 1, 2, 0, 2, 2, 0, 0, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 0, 2, 0, 2]
